문장,class1(input),class2(output),class3(model),s_n
패션 디자이너이고 독특한 의상 디자인을 만들고 싶어. 내가 쓴 패션 컨셉 설명을 기반으로 이미지를 생성할 수 있는 모델이나 알고리즘을 추천해 줄 수 있어?,text,generation,dall-e,2
모바일 앱을 만들고 있는데 맞춤 그래픽이 필요해. 앱의 기능과 관련된 내가 쓴 텍스트 또는 키워드를 기반으로 이미지를 생성할 수 있는 알고리즘 또는 도구 유형은 무엇이야?,text,generation,dall-e,2
새로운 제품 출시를 위해 제품 이미지를 만들어야 해. 내가 쓴 텍스트 또는 제품과 관련된 키워드를 기반으로 이미지를 생성할 수 있는 모델이나 도구를 추천해줄 수 있어?,text,generation,dall-e,2
"소설 작가인데, 이번에 쓸 소설의 키 아이템에 대한 이미지를 만들어야 해. 어떤 모델이나 알고리즘이 내가 쓴 텍스트로 이미지를 생성하는 데 도움이 될까요?",text,generation,dall-e,2
"교육자인데, 학생들이 수학 문제를 푸는 과정을 시각화한 이미지가 필요해. 내가 작성한 설명을 기반으로 이미지를 생성할 수 있는 모델이나 도구를 추천해줄 수 있어?",text,generation,dall-e,2
"대학 연구원이고, 나의 연구 분야에 관한 시각 자료를 만들고 싶어. 어떤 데이터 세트를 기반으로 이미지를 생성할 수 있는 모델이나 방법이 있을까?",text,generation,dall-e,2
"청소년 문학 작가이고, 내 소설에 등장하는 세계를 시각적으로 나타내는 일러스트를 만들고 싶어. 내가 작성한 텍스트를 기반으로 이미지를 생성할 수 있는 모델이나 방법이 있을까?",text,generation,dall-e,2
"영화 감독이고, 나의 영화에 등장하는 장소나 인물들의 이미지를 만들고 싶어. 내가 작성한 스토리나 캐릭터 설명을 기반으로 이미지를 생성할 수 있는 모델이나 방법이 있을까?",text,generation,dall-e,2
우리가 다루는 제품들의 위험성을 시각적으로 보여주는 이미지가 필요해. 어떤 모델이나 도구를 사용하면 제품 설명서와 같은 텍스트를 기반으로 이미지를 생성할 수 있을까?,text,generation,dall-e,2
"환경 단체에서 일하는데, 지구 온난화와 관련된 자료를 시각화하는 이미지가 필요해. 어떤 모델이나 방법을 사용하면 관련된 텍스트나 데이터를 기반으로 이미지를 생성할 수 있을까?",text,generation,dall-e,2
디자인 프로젝트를 진행 중이고 일부 이미지를 생성하는 데 도움이 되는 프로그램을 찾고 있어. 사용하기에 좋은 도구에 대한 권장 사항이 있어?,text,generation,dall-e,2
프레젠테이션을 위한 몇 가지 시각 자료를 만들려고 하는데 어떻게 해야 할지 잘 모르겠어. 도움이 될 수 있는 소프트웨어를 제안할 수 있어?,text,generation,dall-e,2
비디오 프로젝트용 스토리보드를 만들어야 하는데 그림 실력이 전혀 없어. 텍스트 입력을 기반으로 이미지를 생성할 수 있는 프로그램이 있어?,text,generation,dall-e,2
소설 작업을 하고 있는데 캐릭터와 설정을 시각화하는 데 어려움을 겪고 있어. 설명을 기반으로 이미지를 생성하는 데 도움이 되는 소프트웨어를 알고 있어?,text,generation,dall-e,2
내 메시지 앱용 맞춤 이모티콘을 만들고 싶은데 그리는 방법을 모르겠어. 텍스트 입력을 기반으로 이미지를 생성할 수 있는 프로그램을 추천해 줄 수 있어?,text,generation,dall-e,2
새 로고에 대한 몇 가지 아이디어를 생각해 내려고 노력하고 있지만 그다지 예술적이지 않어. 키워드나 컨셉에 따라 이미지를 생성해주는 프로그램이 있어?,text,generation,dall-e,2
동화책 삽화를 만들어야 하는데 어디서부터 시작해야 할지 모르겠어. 설명이나 키워드를 기반으로 이미지를 생성할 수 있는 소프트웨어에 대한 권장 사항이 있어?,text,generation,dall-e,2
마케팅 캠페인을 진행 중이며 슬로건과 함께 사용할 이미지가 필요해. 텍스트 입력을 기반으로 이미지를 생성하는 데 도움이 되는 프로그램을 알고 있어?,text,generation,dall-e,2
웹사이트를 디자인하고 있는데 더 전문적으로 보이도록 하기 위해 약간의 이미지가 필요해. 키워드나 문구를 기반으로 이미지를 생성할 수 있는 소프트웨어를 제안할 수 있어?,text,generation,dall-e,2
연구 프로젝트를 진행 중이며 데이터를 설명하는 데 도움이 되는 시각 자료가 필요해. 데이터 입력을 기반으로 이미지를 생성할 수 있는 프로그램을 알고 있어?,text,generation,dall-e,2
비디오 프로젝트용 애니메이션을 만들려고 하는데 그림 실력이 그리 능숙하지 않어. 텍스트 입력을 기반으로 이미지나 애니메이션을 생성하는 데 도움이 되는 소프트웨어가 있어?,text,generation,dall-e,2
맞춤 인사말 카드를 만들고 싶지만 디자인 기술이 없어. 텍스트 입력이나 키워드를 기반으로 이미지를 생성할 수 있는 프로그램을 추천해 줄 수 있어?,text,generation,dall-e,2
소셜 미디어 게시물을 만들고 있으며 더 눈길을 끌기를 원해. 키워드나 문구를 기반으로 이미지를 생성할 수 있는 소프트웨어를 알고 있어?,text,generation,dall-e,2
게임을 디자인하고 있으며 게임에 생명을 불어넣기 위해 약간의 그래픽이 필요해. 설명이나 키워드를 기반으로 이미지를 생성할 수 있는 소프트웨어를 제안할 수 있어?,text,generation,dall-e,2
행사용 포스터를 만들고 있는데 눈에 띄기를 원해. 텍스트 입력 또는 키워드를 기반으로 이미지를 생성할 수 있는 프로그램을 알고 있어?,text,generation,dall-e,2
패션 프로젝트를 진행 중이고 제 디자인을 선보일 일러스트레이션이 필요해. 설명이나 키워드를 기반으로 이미지를 생성하는 데 도움이 되는 소프트웨어가 있어?,text,generation,dall-e,2
내 프로필에 맞춤형 아바타를 만들고 싶은데 그리는 방법을 모르겠어. 텍스트 입력이나 키워드를 기반으로 이미지를 생성할 수 있는 프로그램을 추천해 줄 수 있어?,text,generation,dall-e,2
프리젠테이션을 만들고 있는데 좀 더 흥미롭게 만들 수 있는 시각 자료가 필요해. 키워드나 문구를 기반으로 이미지를 생성할 수 있는 소프트웨어를 알고 있어?,text,generation,dall-e,2
교육 자료를 만들고 있는데 개념을 설명하기 위해 시각 자료가 필요해. 텍스트 입력 또는 데이터 입력을 기반으로 이미지를 생성할 수 있는 프로그램을 알고 있어?,text,generation,dall-e,2
만들고 싶은 캐릭터의 대략적인 스케치는 있지만 디지털 아트에 능숙하지 않어. 내 스케치를 입력으로 받아 고품질 이미지를 생성할 수 있는 알고리즘이나 모델을 추천해 줄 수 있어?,text,generation,dall-e,2
SF소설을 쓰고 있는데 주제에 맞는 커스텀 북커버를 만들고 싶어. 표지에 대한 설명을 입력으로 받아 고유한 디자인을 생성할 수 있는 알고리즘이나 모델을 추천해 줄 수 있어?,text,generation,dall-e,2
내 프레젠테이션을 위한 사용자 지정 시각적 개체를 만들어야 하지만 디자인 기술이 없어. 내 스크립트를 입력으로 사용하고 전문가 수준의 비주얼을 생성할 수 있는 알고리즘이나 모델을 추천해 주겠어?,text,generation,dall-e,2
새 회사의 로고를 만들고 있는데 어떤 디자인이 우리 브랜드를 가장 잘 나타낼지 잘 모르겠어. 회사에 대한 설명과 그 가치를 입력값으로 사용하고 맞춤형 로고를 생성할 수 있는 알고리즘이나 모델을 추천해 주겠어?,text,generation,dall-e,2
친구의 생일을 위해 나만의 티셔츠 디자인을 만들고 싶은데 그래픽 디자인 스킬이 없어. 내 텍스트나 메시지를 입력으로 받아 티셔츠 디자인을 생성할 수 있는 알고리즘이나 모델을 추천해 줄 수 있어?,text,generation,dall-e,2
내 비즈니스를 위한 웹사이트를 만들고 있는데 서비스를 나타내는 사용자 지정 아이콘이 필요해. 아이콘에 대한 설명을 입력으로 받아 고품질 그래픽을 생성할 수 있는 알고리즘이나 모델을 추천해 주겠어?,text,generation,dall-e,2
뮤지션이고 내 음악의 분위기를 반영한 ​​독특한 앨범 커버를 만들고 싶어. 표지에 대한 설명을 입력으로 받아 맞춤 디자인을 생성할 수 있는 알고리즘이나 모델을 추천해 줄 수 있어?,text,generation,dall-e,2
YouTube 채널용 배너를 만들고 있는데 눈길을 끌기를 원해. 배너에 대한 내 설명을 입력으로 사용하고 맞춤형 그래픽을 생성할 수 있는 알고리즘이나 모델을 추천해 주겠어?,text,generation,dall-e,2
프레젠테이션용 인포그래픽을 만들고 있지만 디자인 기술이 없어. 내 텍스트나 데이터를 입력으로 받아 전문가 수준의 인포그래픽을 생성할 수 있는 알고리즘이나 모델을 추천해 줄 수 있어?,text,generation,dall-e,2
여행을 계획하고 있는데 내가 방문하는 장소를 강조표시할 맞춤 지도를 만들고 싶어. 내 목적지 목록을 입력으로 받아 나만의 맞춤 지도를 생성할 수 있는 알고리즘이나 모델을 추천해 줄 수 있어?,text,generation,dall-e,2
제품을 설계하고 있으며 제조하기 전에 시각화하기 위해 3D 모델을 만들고 싶어. 스케치나 설명을 입력으로 받아 3D 모델을 생성할 수 있는 알고리즘이나 모델을 추천해 줄 수 있어?,text,generation,dall-e,2
블로그 게시물을 작성하고 있는데 눈길을 끄는 이미지를 포함하고 싶어. 내 텍스트나 주제를 입력으로 받아 시각적으로 매력적인 이미지를 생성할 수 있는 알고리즘이나 모델을 추천해 줄 수 있어?,text,generation,dall-e,2
온라인 과정을 만들고 있는데 몇 가지 대화형 요소를 포함하고 싶어. 제 수업 계획을 입력으로 받아 대화형 활동이나 퀴즈를 생성할 수 있는 알고리즘이나 모델을 추천해 줄 수 있어?,text,generation,dall-e,2
자선 행사를 조직하고 있는데 이를 위한 맞춤형 로고를 만들고 싶어. 이벤트에 대한 내 설명을 입력으로 사용하고 우리의 원인을 나타내는 로고를 생성할 수 있는 알고리즘이나 모델을 추천할 수 있어?,text,generation,dall-e,2
새 웹사이트를 디자인하고 있는데 우리 브랜드와 일치하는 맞춤 글꼴을 만들고 싶어. 회사 이름과 값을 입력으로 사용하고 고유한 글꼴을 생성할 수 있는 알고리즘이나 모델을 추천해 주겠어?,text,generation,dall-e,2
내 사업을 위한 광고를 만들고 있는데 눈길을 끄는 슬로건을 포함하고 싶어. 브랜드 메시지를 입력으로 받아 기억에 남을 슬로건을 생성할 수 있는 알고리즘이나 모델을 추천해 주겠어?,text,generation,dall-e,2
가상 현실 게임을 만들고 있는데 사실적인 텍스처를 포함하고 싶어. 내 설명이나 참조 이미지를 입력으로 사용하고 게임 환경에 대한 사실적인 텍스처를 생성할 수 있는 알고리즘이나 모델을 추천할 수 있어?,text,generation,dall-e,2
청첩장을 디자인하고 있는데 커플의 개인 일러스트를 포함하고 싶어. 커플에 대한 내 설명을 입력으로 사용하고 초대장에 대한 사용자 정의 그림을 생성할 수 있는 알고리즘이나 모델을 추천할 수 있어?,text,generation,dall-e,2
전자책을 만들고 있는데 독서 경험을 향상시키기 위해 몇 가지 애니메이션을 포함하고 싶어. 내 텍스트나 스토리라인을 입력으로 사용하고 전자책용 애니메이션 일러스트레이션을 생성할 수 있는 알고리즘이나 모델을 추천해 주겠어?,text,generation,dall-e,2
제작자에게 피칭하려는 영화의 대본이 있어. 그런데 그에 따라갈 영상이 없어. 텍스트 설명을 기반으로 이미지를 생성할 수 있는 모델을 알고 있어?,text,generation,dall-e,3
동화책에 들어갈 삽화를 만들려고 해. 그런데 그림을 잘 그리지 못해. 텍스트 설명에서 이미지를 생성할 수 있는 프로그램을 알고 있어?,text,generation,dall-e,3
나는 게임 디자이너야. 새 프로젝트를 위한 컨셉 아트를 만들어야 해. 캐릭터와 환경에 대한 텍스트 설명을 기반으로 이미지를 생성할 수 있는 도구가 있는지 궁금해.,text,generation,dall-e,3
